State,County Name,"Median
Home Price
Q4 2021","Monthly
Payment
Q4 2021","Monthly
Payment
Q4 2020",Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,Population,,
South Dakota,Yankton County,181791,697,568,$541 ,$575 ,$757 ,"$1,021 ","$1,165 ","22,814",,
South Dakota,Ziebach County,70731,271,221,$541 ,$575 ,$757 ,$939 ,"$1,144 ","2,756",,
Tennessee,Anderson County,214254,821,642,$717 ,$800 ,$980 ,"$1,287 ","$1,512 ","76,978",,
Tennessee,Bedford County,199833,766,599,$630 ,$635 ,$835 ,"$1,032 ","$1,181 ","49,713",,
Tennessee,Benton County,113208,434,339,$547 ,$579 ,$676 ,$836 ,$999 ,"16,160",,
Tennessee,Bledsoe County,178011,682,534,$510 ,$514 ,$676 ,$960 ,"$1,157 ","15,064",,
Tennessee,Blount County,257184,986,771,$717 ,$800 ,$980 ,"$1,287 ","$1,512 ","133,088",,
Tennessee,Bradley County,216937,832,665,$570 ,$631 ,$830 ,"$1,079 ","$1,224 ","108,110",,
Tennessee,Campbell County,138071,529,414,$473 ,$541 ,$712 ,$964 ,"$1,034 ","39,842",,
Tennessee,Cannon County,216993,832,649,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","14,678",,
Tennessee,Carroll County,116778,448,350,$547 ,$593 ,$676 ,$869 ,$917 ,"27,767",,
Tennessee,Carter County,155655,597,480,$609 ,$648 ,$781 ,$997 ,"$1,182 ","56,391",,
Tennessee,Cheatham County,247050,947,739,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","40,667",,
Tennessee,Chester County,160288,614,481,$561 ,$651 ,$845 ,"$1,160 ","$1,165 ","17,297",,
Tennessee,Claiborne County,145477,558,436,$547 ,$569 ,$676 ,$850 ,$917 ,"31,959",,
Tennessee,Clay County,129871,498,389,$528 ,$532 ,$676 ,$960 ,"$1,080 ","7,615",,
Tennessee,Cocke County,149312,572,448,$510 ,$514 ,$676 ,$960 ,"$1,154 ","36,004",,
Tennessee,Coffee County,187666,719,563,$561 ,$564 ,$739 ,$996 ,"$1,265 ","56,520",,
Tennessee,Crockett County,131723,505,395,$462 ,$529 ,$696 ,$919 ,"$1,191 ","14,230",,
Tennessee,Cumberland County,202610,777,607,$541 ,$545 ,$695 ,$987 ,"$1,093 ","60,520",,
Tennessee,Davidson County,382836,1468,1146,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","694,144",,
Tennessee,Decatur County,130665,501,392,$547 ,$593 ,$676 ,$836 ,$979 ,"11,663",,
Tennessee,DeKalb County,196526,753,589,$510 ,$514 ,$676 ,$907 ,$979 ,"20,490",,
Tennessee,Dickson County,217125,832,650,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","53,948",,
Tennessee,Dyer County,137278,526,412,$457 ,$523 ,$688 ,$977 ,"$1,060 ","37,159",,
Tennessee,Fayette County,261367,1002,817,$694 ,$792 ,$912 ,"$1,219 ","$1,404 ","41,133",,
Tennessee,Fentress County,146006,560,438,$510 ,$514 ,$676 ,$836 ,"$1,013 ","18,523",,
Tennessee,Franklin County,184095,706,552,$539 ,$542 ,$677 ,$941 ,"$1,052 ","42,208",,
Tennessee,Gibson County,130400,500,391,$470 ,$569 ,$708 ,$962 ,"$1,212 ","49,133",,
Tennessee,Giles County,171531,658,514,$568 ,$616 ,$702 ,$889 ,"$1,121 ","29,464",,
Tennessee,Grainger County,154172,591,478,$549 ,$553 ,$699 ,$944 ,$948 ,"23,320",,
Tennessee,Greene County,177747,681,533,$583 ,$593 ,$676 ,$960 ,"$1,134 ","69,069",,
Tennessee,Grundy County,115324,442,346,$527 ,$531 ,$676 ,$883 ,$979 ,"13,427",,
Tennessee,Hamblen County,178508,684,553,$577 ,$581 ,$763 ,"$1,054 ","$1,128 ","64,934",,
Tennessee,Hamilton County,285305,1094,868,$721 ,$742 ,$883 ,"$1,148 ","$1,380 ","367,804",,
Tennessee,Hancock County,135691,520,407,$523 ,$526 ,$676 ,$904 ,"$1,157 ","6,620",,
Tennessee,Hardeman County,119291,457,358,$510 ,$514 ,$676 ,$881 ,$922 ,"25,050",,
Tennessee,Hardin County,164389,630,493,$510 ,$514 ,$676 ,$848 ,$990 ,"25,652",,
Tennessee,Hawkins County,155426,596,479,$524 ,$546 ,$702 ,$920 ,"$1,012 ","56,786",,
Tennessee,Haywood County,133178,511,399,$508 ,$514 ,$676 ,$897 ,$966 ,"17,304",,
Tennessee,Henderson County,134897,517,404,$547 ,$593 ,$676 ,$913 ,$917 ,"28,117",,
Tennessee,Henry County,136616,524,410,$510 ,$514 ,$676 ,$852 ,$917 ,"32,345",,
Tennessee,Hickman County,153187,587,458,$583 ,$617 ,$703 ,$960 ,"$1,217 ","25,178",,
Tennessee,Houston County,137145,526,411,$561 ,$565 ,$743 ,$918 ,"$1,008 ","8,201",,
Tennessee,Humphreys County,150503,577,451,$547 ,$593 ,$676 ,$953 ,"$1,157 ","18,582",,
Tennessee,Jackson County,166770,639,500,$510 ,$514 ,$676 ,$836 ,$917 ,"11,786",,
Tennessee,Jefferson County,189381,726,587,$577 ,$581 ,$763 ,"$1,054 ","$1,128 ","54,495",,
Tennessee,Johnson County,176027,675,528,$547 ,$557 ,$676 ,$836 ,$979 ,"17,788",,
Tennessee,Knox County,270117,1035,810,$717 ,$800 ,$980 ,"$1,287 ","$1,512 ","470,313",,
Tennessee,Lake County,107521,412,322,$510 ,$514 ,$676 ,$836 ,$998 ,"7,016",,
Tennessee,Lauderdale County,111224,426,333,$510 ,$514 ,$676 ,$892 ,"$1,083 ","25,633",,
Tennessee,Lawrence County,148783,570,446,$543 ,$547 ,$703 ,$907 ,"$1,061 ","44,142",,
Tennessee,Lewis County,126433,485,379,$510 ,$514 ,$676 ,$865 ,"$1,155 ","12,268",,
Tennessee,Lincoln County,179466,688,538,$547 ,$585 ,$676 ,$960 ,"$1,102 ","34,366",,
Tennessee,Loudon County,296649,1137,889,$717 ,$800 ,$980 ,"$1,287 ","$1,512 ","34,375",,
Tennessee,Macon County,151605,581,454,$556 ,$559 ,$736 ,$940 ,"$1,153 ","96,387",,
Tennessee,Madison County,163312,626,491,$561 ,$651 ,$845 ,"$1,160 ","$1,165 ","54,068",,
Tennessee,Marion County,163533,627,497,$721 ,$742 ,$883 ,"$1,148 ","$1,380 ","53,794",,
Tennessee,Marshall County,180392,692,541,$596 ,$600 ,$789 ,"$1,005 ","$1,070 ","25,694",,
Tennessee,Maury County,277861,1065,833,$728 ,$733 ,$964 ,"$1,329 ","$1,436 ","24,602",,
Tennessee,McMinn County,176160,675,528,$584 ,$610 ,$699 ,$944 ,$948 ,"97,984",,
Tennessee,McNairy County,129739,497,389,$547 ,$582 ,$676 ,$905 ,"$1,070 ","28,907",,
Tennessee,Meigs County,180656,693,542,$547 ,$579 ,$676 ,$960 ,$979 ,"12,422",,
Tennessee,Monroe County,176821,678,530,$453 ,$556 ,$682 ,$907 ,$925 ,"46,545",,
Tennessee,Montgomery County,232547,891,699,$634 ,$707 ,$910 ,"$1,293 ","$1,558 ","208,993",,
Tennessee,Moore County,247443,949,742,$528 ,$532 ,$676 ,$958 ,$979 ,"6,488",,
Tennessee,Morgan County,134897,517,404,$521 ,$541 ,$712 ,"$1,011 ","$1,126 ","21,403",,
Tennessee,Obion County,121011,464,363,$480 ,$557 ,$676 ,$845 ,$917 ,"30,069",,
Tennessee,Overton County,165183,633,495,$540 ,$544 ,$676 ,$913 ,$917 ,"22,241",,
Tennessee,Perry County,116514,447,349,$518 ,$522 ,$676 ,$929 ,$979 ,"8,076",,
Tennessee,Pickett County,190972,732,573,$511 ,$532 ,$676 ,$836 ,$979 ,"5,048",,
Tennessee,Polk County,147906,567,453,$570 ,$631 ,$830 ,"$1,079 ","$1,224 ","16,832",,
Tennessee,Putnam County,228796,877,686,$572 ,$576 ,$758 ,"$1,035 ","$1,185 ","80,245",,
Tennessee,Rhea County,162141,622,486,$521 ,$524 ,$690 ,$935 ,"$1,051 ","33,167",,
Tennessee,Roane County,198775,762,596,$543 ,$666 ,$818 ,"$1,066 ","$1,228 ","53,382",,
Tennessee,Robertson County,321798,1234,963,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","71,813",,
Tennessee,Rutherford County,341441,1309,1022,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","332,285",,
Tennessee,Scott County,130929,502,393,$532 ,$535 ,$676 ,$913 ,$917 ,"22,068",,
Tennessee,Sequatchie County,185390,711,564,$721 ,$742 ,$883 ,"$1,148 ","$1,380 ","15,026",,
Tennessee,Sevier County,261330,1002,784,$674 ,$706 ,$840 ,"$1,083 ","$1,163 ","98,250",,
Tennessee,Shelby County,216098,828,675,$694 ,$792 ,$912 ,"$1,219 ","$1,404 ","937,166",,
Tennessee,Smith County,193659,742,579,$486 ,$551 ,$725 ,$920 ,"$1,043 ","20,157",,
Tennessee,Stewart County,163955,629,493,$487 ,$531 ,$699 ,$872 ,"$1,196 ","13,715",,
Tennessee,Sullivan County,196756,754,606,$524 ,$546 ,$702 ,$920 ,"$1,012 ","158,348",,
Tennessee,Sumner County,362929,1391,1086,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","191,283",,
Tennessee,Tipton County,189671,727,593,$694 ,$792 ,$912 ,"$1,219 ","$1,404 ","61,599",,
Tennessee,Trousdale County,205260,787,614,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","11,284",,
Tennessee,Unicoi County,164415,630,507,$609 ,$648 ,$781 ,$997 ,"$1,182 ","17,883",,
Tennessee,Union County,166257,637,498,$717 ,$800 ,$980 ,"$1,287 ","$1,512 ","19,972",,
Tennessee,Van Buren County,129607,497,389,$530 ,$533 ,$676 ,$885 ,$979 ,"5,872",,
Tennessee,Warren County,148783,570,446,$539 ,$543 ,$714 ,$895 ,"$1,029 ","41,277",,
Tennessee,Washington County,217104,832,669,$609 ,$648 ,$781 ,$997 ,"$1,182 ","129,375",,
Tennessee,Wayne County,125904,483,377,$547 ,$579 ,$676 ,$936 ,$979 ,"16,673",,
Tennessee,Weakley County,129342,496,388,$547 ,$561 ,$676 ,$836 ,"$1,009 ","33,328",,
Tennessee,White County,154735,593,464,$563 ,$566 ,$720 ,$890 ,$976 ,"27,345",,
Tennessee,Williamson County,644124,2469,1927,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","238,412",,
Tennessee,Wilson County,421989,1618,1263,"$1,079 ","$1,100 ","$1,253 ","$1,587 ","$1,975 ","144,657",,
Texas,Anderson County,127976,491,398,$615 ,$685 ,$831 ,"$1,164 ","$1,388 ","57,735",,
Texas,Andrews County,180724,693,563,$798 ,$902 ,"$1,079 ","$1,398 ","$1,625 ","18,705",,
Texas,Angelina County,124711,478,388,$737 ,$741 ,$881 ,"$1,101 ","$1,195 ","86,715",,
Texas,Aransas County,194190,744,618,$730 ,$844 ,$986 ,"$1,401 ","$1,440 ","23,510",,
Texas,Archer County,183864,705,570,$641 ,$707 ,$878 ,"$1,197 ","$1,362 ","8,553",,
Texas,Armstrong County,170722,654,540,$621 ,$713 ,$908 ,"$1,230 ","$1,421 ","1,887",,
Texas,Atascosa County,122851,471,382,$640 ,$801 ,$913 ,"$1,129 ","$1,505 ","51,153",,
Texas,Austin County,233593,895,757,$606 ,$778 ,$912 ,"$1,258 ","$1,561 ","30,032",,
Texas,Bailey County,87536,336,273,$560 ,$600 ,$757 ,$996 ,"$1,105 ","7,000",,
Texas,Bandera County,218597,838,680,$815 ,$961 ,"$1,165 ","$1,500 ","$1,849 ","23,112",,
Texas,Bastrop County,267632,1026,744,"$1,092 ","$1,236 ","$1,451 ","$1,867 ","$2,194 ","88,723",,
Texas,Baylor County,77866,298,242,$560 ,$650 ,$757 ,"$1,075 ","$1,105 ","3,509",,
Texas,Bee County,113784,436,354,$715 ,$735 ,$967 ,"$1,340 ","$1,529 ","32,565",,
Texas,Bell County,221265,848,648,$637 ,$641 ,$815 ,"$1,158 ","$1,395 ","362,924",,
Texas,Bexar County,233279,894,726,$815 ,$961 ,"$1,165 ","$1,500 ","$1,849 ","2,003,554",,
Texas,Blanco County,309453,1186,964,$719 ,$770 ,$972 ,"$1,202 ","$1,344 ","11,931",,
Texas,Borden County,192529,738,600,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ",654,,
Texas,Bosque County,152843,586,476,$574 ,$590 ,$776 ,"$1,007 ","$1,052 ","18,685",,
Texas,Bowie County,155790,597,511,$669 ,$670 ,$838 ,"$1,046 ","$1,344 ","93,245",,
Texas,Brazoria County,269649,1034,874,$783 ,"$1,035 ","$1,179 ","$1,543 ","$2,018 ","374,264",,
Texas,Brazos County,282017,1081,899,$759 ,$841 ,$975 ,"$1,385 ","$1,582 ","229,211",,
Texas,Brewster County,190143,729,592,$644 ,$698 ,$871 ,"$1,081 ","$1,271 ","9,203",,
Texas,Briscoe County,82889,318,258,$560 ,$600 ,$757 ,"$1,075 ","$1,105 ","1,546",,
Texas,Brooks County,85150,326,265,$560 ,$600 ,$757 ,$937 ,"$1,105 ","7,093",,
Texas,Brown County,128730,493,401,$567 ,$648 ,$853 ,"$1,138 ","$1,259 ","37,864",,
Texas,Burleson County,148244,568,473,$759 ,$841 ,$975 ,"$1,385 ","$1,582 ","18,443",,
Texas,Burnet County,241133,924,751,$696 ,$779 ,$908 ,"$1,264 ","$1,269 ","48,155",,
Texas,Caldwell County,207569,796,577,"$1,092 ","$1,236 ","$1,451 ","$1,867 ","$2,194 ","43,664",,
Texas,Calhoun County,144449,554,462,$548 ,$724 ,$825 ,"$1,154 ","$1,205 ","21,290",,
Texas,Callahan County,118836,456,370,$688 ,$732 ,$945 ,"$1,288 ","$1,598 ","13,943",,
Texas,Cameron County,111048,426,339,$598 ,$631 ,$803 ,"$1,043 ","$1,206 ","423,163",,
Texas,Camp County,127599,489,397,$560 ,$611 ,$757 ,"$1,075 ","$1,244 ","13,094",,
Texas,Carson County,139682,535,442,$621 ,$713 ,$908 ,"$1,230 ","$1,421 ","5,926",,
Texas,Cass County,109389,419,341,$560 ,$575 ,$757 ,"$1,061 ","$1,216 ","30,026",,
Texas,Castro County,102858,394,320,$560 ,$664 ,$757 ,"$1,075 ","$1,105 ","7,530",,
Texas,Chambers County,238472,914,773,$944 ,"$1,014 ","$1,208 ","$1,603 ","$2,058 ","43,837",,
Texas,Cherokee County,129232,495,402,$514 ,$591 ,$773 ,"$1,044 ","$1,048 ","52,646",,
Texas,Childress County,107379,412,334,$652 ,$670 ,$881 ,"$1,089 ","$1,286 ","7,306",,
Texas,Clay County,127020,487,394,$641 ,$707 ,$878 ,"$1,197 ","$1,362 ","10,471",,
Texas,Cochran County,48729,187,152,$560 ,$600 ,$757 ,$936 ,"$1,128 ","2,853",,
Texas,Coke County,86783,333,270,$560 ,$575 ,$757 ,$936 ,"$1,105 ","3,387",,
Texas,Coleman County,96076,368,299,$602 ,$618 ,$813 ,"$1,009 ","$1,102 ","8,175",,
Texas,Collin County,448781,1720,1369,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","1,034,730",,
Texas,Collingsworth County,65558,251,204,$560 ,$600 ,$757 ,$996 ,"$1,105 ","2,920",,
Texas,Colorado County,156234,599,486,$602 ,$618 ,$813 ,"$1,081 ","$1,187 ","21,493",,
Texas,Comal County,387251,1484,1205,$815 ,$961 ,"$1,165 ","$1,500 ","$1,849 ","156,209",,
Texas,Comanche County,131869,506,411,$560 ,$664 ,$757 ,"$1,075 ","$1,148 ","13,635",,
Texas,Concho County,127474,489,397,$693 ,$743 ,$937 ,"$1,236 ","$1,368 ","2,726",,
Texas,Cooke County,202325,776,630,$690 ,$766 ,$933 ,"$1,261 ","$1,265 ","41,257",,
Texas,Coryell County,181680,696,532,$637 ,$641 ,$815 ,"$1,158 ","$1,395 ","75,951",,
Texas,Cottle County,58525,224,182,$560 ,$600 ,$757 ,$936 ,"$1,296 ","1,398",,
Texas,Crane County,126092,483,393,$572 ,$613 ,$773 ,"$1,060 ","$1,129 ","4,797",,
Texas,Crockett County,112529,431,350,$560 ,$600 ,$757 ,$998 ,"$1,105 ","3,464",,
Texas,Crosby County,73793,283,237,$670 ,$773 ,$951 ,"$1,348 ","$1,618 ","5,737",,
Texas,Culberson County,78368,300,244,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","2,171",,
Texas,Dallam County,112026,429,349,$566 ,$671 ,$765 ,$946 ,"$1,178 ","7,287",,
Texas,Dallas County,274136,1051,836,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","2,635,516",,
Texas,Dawson County,92183,353,287,$560 ,$664 ,$757 ,"$1,023 ","$1,027 ","12,728",,
Texas,Deaf Smith County,114412,439,356,$680 ,$685 ,$901 ,"$1,114 ","$1,222 ","18,546",,
Texas,Delta County,111150,426,339,$560 ,$640 ,$757 ,"$1,075 ","$1,105 ","5,331",,
Texas,Denton County,398339,1527,1215,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","887,207",,
Texas,DeWitt County,147066,564,458,$651 ,$761 ,$880 ,"$1,157 ","$1,268 ","20,160",,
Texas,Dickens County,64176,246,200,$560 ,$600 ,$757 ,$998 ,"$1,105 ","2,211",,
Texas,Dimmit County,91429,350,285,$580 ,$596 ,$784 ,"$1,034 ","$1,145 ","10,124",,
Texas,Donley County,86280,331,269,$560 ,$575 ,$757 ,"$1,014 ","$1,105 ","3,278",,
Texas,Duval County,62041,238,193,$560 ,$600 ,$757 ,"$1,060 ","$1,064 ","11,157",,
Texas,Eastland County,92811,356,289,$503 ,$664 ,$757 ,$936 ,"$1,027 ","18,360",,
Texas,Ector County,173584,665,620,$884 ,$934 ,"$1,229 ","$1,519 ","$1,771 ","166,223",,
Texas,Edwards County,86908,333,271,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","1,932",,
Texas,Ellis County,291752,1118,890,$558 ,$701 ,$840 ,"$1,174 ","$1,438 ","184,826",,
Texas,El Paso County,154423,592,490,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","839,238",,
Texas,Erath County,200818,770,625,$717 ,$722 ,$875 ,"$1,182 ","$1,187 ","42,698",,
Texas,Falls County,94569,363,294,$556 ,$633 ,$757 ,"$1,075 ","$1,296 ","17,297",,
Texas,Fannin County,154601,593,481,$607 ,$623 ,$820 ,"$1,165 ","$1,235 ","35,514",,
Texas,Fayette County,228699,877,712,$624 ,$641 ,$843 ,"$1,139 ","$1,143 ","25,346",,
Texas,Fisher County,84020,322,262,$560 ,$600 ,$757 ,"$1,021 ","$1,105 ","3,830",,
Texas,Floyd County,80754,310,251,$609 ,$625 ,$823 ,"$1,017 ","$1,202 ","5,712",,
Texas,Foard County,58274,223,181,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","1,155",,
Texas,Fort Bend County,339858,1303,1101,$944 ,"$1,014 ","$1,208 ","$1,603 ","$2,058 ","811,688",,
Texas,Franklin County,158494,608,494,$639 ,$661 ,$864 ,"$1,094 ","$1,314 ","10,725",,
Texas,Freestone County,140409,538,437,$560 ,$575 ,$757 ,"$1,024 ","$1,144 ","19,717",,
Texas,Frio County,103235,396,321,$636 ,$754 ,$859 ,"$1,153 ","$1,254 ","20,306",,
Texas,Gaines County,189515,726,590,$560 ,$600 ,$757 ,"$1,054 ","$1,105 ","21,492",,
Texas,Galveston County,264413,1014,857,$944 ,"$1,014 ","$1,208 ","$1,603 ","$2,058 ","342,139",,
Texas,Garza County,98965,379,308,$588 ,$630 ,$795 ,$984 ,"$1,224 ","6,229",,
Texas,Gillespie County,360317,1381,1122,$760 ,$765 ,"$1,007 ","$1,430 ","$1,559 ","26,988",,
Texas,Glasscock County,287852,1103,896,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","1,409",,
Texas,Goliad County,165600,635,529,$788 ,$861 ,"$1,068 ","$1,367 ","$1,563 ","7,658",,
Texas,Gonzales County,152340,584,474,$641 ,$662 ,$789 ,"$1,121 ","$1,152 ","20,837",,
Texas,Gray County,97458,374,303,$574 ,$654 ,$861 ,"$1,067 ","$1,168 ","21,886",,
Texas,Grayson County,222132,852,657,$661 ,$830 ,$985 ,"$1,316 ","$1,570 ","136,212",,
Texas,Gregg County,181360,695,574,$687 ,$786 ,$924 ,"$1,276 ","$1,467 ","123,945",,
Texas,Grimes County,186501,715,581,$603 ,$619 ,$815 ,"$1,007 ","$1,105 ","28,880",,
Texas,Guadalupe County,281215,1078,875,$815 ,$961 ,"$1,165 ","$1,500 ","$1,849 ","166,847",,
Texas,Hale County,103863,398,323,$560 ,$660 ,$757 ,"$1,075 ","$1,296 ","33,406",,
Texas,Hall County,66311,254,206,$560 ,$576 ,$757 ,"$1,003 ","$1,105 ","2,964",,
Texas,Hamilton County,164272,630,512,$576 ,$683 ,$778 ,$962 ,"$1,055 ","8,461",,
Texas,Hansford County,119687,459,373,$662 ,$703 ,$895 ,"$1,106 ","$1,307 ","5,399",,
Texas,Hardeman County,54129,207,169,$560 ,$575 ,$757 ,"$1,022 ","$1,105 ","3,933",,
Texas,Hardin County,145989,560,480,$747 ,$798 ,$982 ,"$1,281 ","$1,332 ","57,602",,
Texas,Harris County,234902,900,761,$944 ,"$1,014 ","$1,208 ","$1,603 ","$2,058 ","4,713,325",,
Texas,Harrison County,188762,724,588,$630 ,$712 ,$899 ,"$1,112 ","$1,219 ","66,553",,
Texas,Hartley County,209986,805,654,$717 ,$768 ,$969 ,"$1,309 ","$1,314 ","5,576",,
Texas,Haskell County,67693,259,211,$560 ,$664 ,$757 ,"$1,075 ","$1,105 ","5,658",,
Texas,Hays County,384892,1475,1071,"$1,092 ","$1,236 ","$1,451 ","$1,867 ","$2,194 ","230,191",,
Texas,Hemphill County,190520,730,593,$735 ,$755 ,$993 ,"$1,227 ","$1,450 ","3,819",,
Texas,Henderson County,150457,577,468,$628 ,$632 ,$832 ,"$1,082 ","$1,201 ","82,737",,
Texas,Hidalgo County,112030,429,359,$633 ,$637 ,$817 ,"$1,062 ","$1,176 ","868,707",,
Texas,Hill County,130362,500,406,$538 ,$635 ,$810 ,"$1,070 ","$1,098 ","36,649",,
Texas,Hockley County,117552,451,366,$560 ,$664 ,$757 ,"$1,075 ","$1,296 ","23,021",,
Texas,Hood County,243016,932,757,$833 ,$881 ,"$1,046 ","$1,293 ","$1,527 ","61,643",,
Texas,Hopkins County,144303,553,449,$556 ,$652 ,$837 ,"$1,189 ","$1,275 ","37,084",,
Texas,Houston County,126469,485,394,$563 ,$578 ,$761 ,$941 ,"$1,032 ","22,968",,
Texas,Howard County,124334,477,387,$675 ,$851 ,"$1,006 ","$1,244 ","$1,587 ","36,664",,
Texas,Hudspeth County,63925,245,199,$503 ,$631 ,$757 ,$936 ,"$1,296 ","4,886",,
Texas,Hunt County,168943,648,515,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","98,594",,
Texas,Hutchinson County,98965,379,308,$637 ,$654 ,$861 ,"$1,095 ","$1,267 ","20,938",,
Texas,Irion County,142951,548,452,$659 ,$790 ,$992 ,"$1,314 ","$1,629 ","1,536",,
Texas,Jack County,108384,415,337,$560 ,$600 ,$757 ,"$1,075 ","$1,296 ","8,935",,
Texas,Jackson County,143172,549,446,$635 ,$753 ,$858 ,"$1,219 ","$1,253 ","14,760",,
Texas,Jasper County,126720,486,395,$655 ,$660 ,$868 ,"$1,173 ","$1,177 ","35,529",,
Texas,Jeff Davis County,140535,539,438,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","2,274",,
Texas,Jefferson County,145401,557,478,$747 ,$798 ,$982 ,"$1,281 ","$1,332 ","251,565",,
Texas,Jim Hogg County,81633,313,254,$560 ,$600 ,$757 ,"$1,075 ","$1,105 ","5,200",,
Texas,Jim Wells County,95699,367,298,$675 ,$693 ,$912 ,"$1,127 ","$1,281 ","40,482",,
Texas,Johnson County,218117,836,666,$939 ,"$1,064 ","$1,269 ","$1,685 ","$2,098 ","175,817",,
Texas,Jones County,103183,396,321,$688 ,$732 ,$945 ,"$1,288 ","$1,598 ","20,083",,
Texas,Karnes County,128478,493,400,$559 ,$633 ,$799 ,"$1,084 ","$1,167 ","15,601",,
Texas,Kaufman County,272488,1045,831,"$1,076 ","$1,150 ","$1,362 ","$1,736 ","$2,280 ","136,154",,
Texas,Kendall County,437320,1676,1361,$902 ,"$1,087 ","$1,358 ","$1,679 ","$2,130 ","47,431",,
Texas,Kent County,43956,169,137,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ",762,,
Texas,Kerr County,226815,869,706,$670 ,$766 ,$906 ,"$1,253 ","$1,338 ","52,600",,
Texas,Kimble County,188008,721,585,$586 ,$676 ,$792 ,$979 ,"$1,156 ","4,337",,
Texas,King County,46091,177,144,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ",272,,
Texas,Kinney County,86406,331,269,$644 ,$690 ,$871 ,"$1,077 ","$1,272 ","3,667",,
Texas,Kleberg County,115417,442,359,$656 ,$743 ,$977 ,"$1,249 ","$1,427 ","30,680",,
Texas,Knox County,56515,217,176,$560 ,$600 ,$757 ,$936 ,"$1,105 ","3,664",,
Texas,Lamar County,124460,477,388,$555 ,$621 ,$801 ,"$1,081 ","$1,371 ","49,859",,
Texas,Lamb County,82261,315,256,$560 ,$575 ,$757 ,$969 ,"$1,027 ","12,893",,
Texas,Lampasas County,220582,846,646,$601 ,$605 ,$796 ,"$1,083 ","$1,087 ","21,428",,
Texas,La Salle County,103360,396,322,$616 ,$642 ,$833 ,"$1,080 ","$1,216 ","7,520",,
Texas,Lavaca County,203958,782,635,$729 ,$828 ,$985 ,"$1,218 ","$1,438 ","20,154",,
Texas,Lee County,174193,668,542,$576 ,$591 ,$778 ,"$1,003 ","$1,055 ","17,239",,
Texas,Leon County,139405,534,434,$944 ,"$1,014 ","$1,208 ","$1,603 ","$2,058 ","17,404",,
Texas,Liberty County,168025,644,544,$545 ,$623 ,$820 ,"$1,014 ","$1,138 ","88,219",,
Texas,Limestone County,119813,459,373,$593 ,$636 ,$802 ,"$1,003 ","$1,171 ","23,437",,
Texas,Lipscomb County,126720,486,395,$578 ,$594 ,$781 ,"$1,109 ","$1,140 ","3,233",,
Texas,Live Oak County,130739,501,407,$718 ,$737 ,$970 ,"$1,199 ","$1,449 ","12,207",,
Texas,Llano County,244649,938,762,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","21,795",,
Texas,Lubbock County,186302,714,599,$670 ,$773 ,$951 ,"$1,348 ","$1,618 ","310,569",,
Texas,Lynn County,105495,404,328,$534 ,$616 ,$757 ,"$1,075 ","$1,284 ","5,951",,
Texas,Madison County,142042,545,442,$648 ,$732 ,$876 ,"$1,083 ","$1,279 ","4,274",,
Texas,Marion County,121194,465,377,$560 ,$606 ,$757 ,"$1,011 ","$1,105 ","36,643",,
Texas,Martin County,185873,713,579,$611 ,$615 ,$757 ,"$1,075 ","$1,296 ","58,722",,
Texas,Mason County,217019,832,676,$602 ,$644 ,$813 ,"$1,133 ","$1,187 ","7,984",,
Texas,Matagorda County,144177,553,449,$670 ,$675 ,$888 ,"$1,229 ","$1,520 ","256,623",,
Texas,Maverick County,122952,471,383,$599 ,$603 ,$779 ,$988 ,"$1,056 ",743,,
Texas,McCulloch County,117678,451,366,$658 ,$676 ,$890 ,"$1,100 ","$1,299 ","14,284",,
Texas,McLennan County,218628,838,655,$673 ,$716 ,$915 ,"$1,215 ","$1,300 ","9,854",,
Texas,McMullen County,139279,534,434,$608 ,$652 ,$822 ,"$1,084 ","$1,200 ","5,771",,
Texas,Medina County,172920,663,538,$637 ,$692 ,$910 ,"$1,170 ","$1,309 ","51,584",,
